Etablissement	Nom de famille	Prenom	Date	Heure	ID National	Lib. Structure	Voeu 1	Voeu 2	Voeu 3	Voeu 4	Voeu 5
Lycée Saint Michel	N3566	P3566	27/03/2026	08:30	120746440DD	1ERE 2	Conf16	Conf15	Conf17	TR2	FM1
Lycée Saint Michel	N3567	P3567	27/03/2026	08:30	120472402EG	1ERE 5	Conf9	Conf16	Conf7	TR4	Conf15
Lycée Saint Michel	N3568	P3568	27/03/2026	08:30	120618813AJ	1ERE 5	Conf4	Conf11	Conf14	FM2	Conf18
Lycée Saint Michel	N3569	P3569	27/03/2026	08:30	120885228FC	1ERE 1	Conf9	Conf5	Conf4	Conf11	Conf15
Lycée Saint Michel	N3570	P3570	27/03/2026	08:30	120141118HF	1ERE 5	Conf15	Conf5	Conf17	TR2	FM4
Lycée Saint Michel	N3571	P3571	27/03/2026	08:30	120448044FH	1ERE 4	Conf13	Conf2	Conf1	Conf6	Conf8
Lycée Saint Michel	N3572	P3572	27/03/2026	08:30	120885259CB	1ERE 5	Conf5	Conf12	Conf10	Conf3	Conf8
Lycée Saint Michel	N3573	P3573	27/03/2026	08:30	120618290EG	1ERE 2	Conf8	Conf12	Conf6	TR3	Conf7
Lycée Saint Michel	N3574	P3574	27/03/2026	08:30	120885784HJ	1ERE 5	Conf1	Conf7	Conf2	FM3	TR6
Lycée Saint Michel	N3575	P3575	27/03/2026	08:30	203060691HK	1ERE 3	Conf14	Conf13	Conf18	FM5	Conf3
Lycée Saint Michel	N3576	P3576	27/03/2026	08:30	203060540DG	1ERE 4	Conf7	Conf17	Conf8	TR4	Conf14
Lycée Saint Michel	N3577	P3577	27/03/2026	08:30	130035640DJ	1ERE 4	Conf1	Conf5	Conf3	FM3	FM1
Lycée Saint Michel	N3578	P3578	27/03/2026	08:30	120722676DC	1ERE 2	Conf14	Conf12	Conf17	FM4	FM6
Lycée Saint Michel	N3579	P3579	27/03/2026	08:30	110770223KB	1ERE 1	Conf10	Conf17	Conf19	FM6	Conf1
Lycée Saint Michel	N3580	P3580	27/03/2026	08:30	120723004KC	1ERE ST2S A	Conf19	Conf11	Conf7	Conf4	Conf17
Lycée Saint Michel	N3581	P3581	27/03/2026	08:30	120502373EJ	1ERE 5	Conf15	Conf2	Conf7	Conf12	TR6
Lycée Saint Michel	N3582	P3582	27/03/2026	08:30	110210890CF	1ERE 3	Conf7	Conf4	Conf1	TR6	Conf2
Lycée Saint Michel	N3583	P3583	27/03/2026	08:30	120744489EE	1ERE 1	Conf13	Conf9	Conf3	Conf14	TR3
Lycée Saint Michel	N3584	P3584	27/03/2026	08:30	120885226FE	1ERE 3	Conf3	Conf16	Conf12	Conf4	Conf6
Lycée Saint Michel	N3585	P3585	27/03/2026	08:30	120411485EH	1ERE 4	Conf16	Conf1	Conf9	FM5	TR2
Lycée Saint Michel	N3586	P3586	27/03/2026	08:30	120410934BG	1ERE 4	Conf14	Conf15	Conf13	TR4	FM3
Lycée Saint Michel	N3587	P3587	27/03/2026	08:30	120808924BH	1ERE 5	Conf17	Conf13	Conf5	TR1	FM2
Lycée Saint Michel	N3588	P3588	27/03/2026	08:30	120744929JK	1ERE ST2S A	Conf15	Conf8	Conf17	TR3	TR1
Lycée Saint Michel	N3589	P3589	27/03/2026	08:30	110553080FB	1ERE 2	Conf12	Conf4	Conf13	Conf9	FM5
Lycée Saint Michel	N3590	P3590	27/03/2026	08:30	203060523FD	1ERE 1	Conf5	Conf10	Conf14	Conf12	FM5
Lycée Saint Michel	N3591	P3591	27/03/2026	08:30	110770170EH	1ERE 4	Conf9	Conf18	Conf16	Conf10	TR6
Lycée Saint Michel	N3592	P3592	27/03/2026	08:30	110770171EG	1ERE 4	Conf2	Conf19	Conf5	TR5	FM4
Lycée Saint Michel	N3593	P3593	27/03/2026	08:30	120410727CK	1ERE 4	Conf13	Conf2	Conf16	Conf3	Conf4
Lycée Saint Michel	N3594	P3594	27/03/2026	08:30	120650775FG	1ERE 3	Conf2	Conf3	Conf1	FM2	Conf12
Lycée Saint Michel	N3595	P3595	27/03/2026	08:30	120865421HB	1ERE 3	Conf18	Conf1	Conf2	Conf9	Conf6
Lycée Saint Michel	N3596	P3596	27/03/2026	08:30	170472639BB	1ERE 4	Conf5	Conf17	Conf8	Conf6	FM3
Lycée Saint Michel	N3597	P3597	27/03/2026	08:30	110439241BC	1ERE ST2S A	Conf3	Conf17	Conf18	Conf19	FM1
Lycée Saint Michel	N3598	P3598	27/03/2026	08:30	203060689JB	1ERE 5	Conf7	Conf13	Conf1	Conf6	FM4
Lycée Saint Michel	N3599	P3599	27/03/2026	08:30	203060692HJ	1ERE 2	Conf9	Conf3	Conf4	Conf7	FM6
Lycée Saint Michel	N3600	P3600	27/03/2026	08:30	120565381KA	1ERE 3	Conf6	Conf9	Conf7	Conf16	FM6
Lycée Saint Michel	N3601	P3601	27/03/2026	08:30	120720913EK	1ERE 3	Conf15	Conf5	Conf18	TR5	Conf6
Lycée Saint Michel	N3602	P3602	27/03/2026	08:30	111033059CJ	1ERE 1	Conf12	Conf17	Conf18	Conf11	Conf5
Lycée Saint Michel	N3603	P3603	27/03/2026	08:30	120865430GC	1ERE 2	Conf17	Conf10	Conf8	FM1	Conf11
Lycée Saint Michel	N3604	P3604	27/03/2026	08:30	120807809GF	1ERE 2	Conf12	Conf1	Conf19	Conf17	Conf3
Lycée Saint Michel	N3605	P3605	27/03/2026	08:30	120668885JF	1ERE 1	Conf12	Conf13	Conf2	TR6	Conf15
Lycée Saint Michel	N3606	P3606	27/03/2026	08:30	203019419CK	1ERE 4	Conf15	Conf17	Conf6	Conf14	Conf12
Lycée Saint Michel	N3607	P3607	27/03/2026	08:30	130862606KE	1ERE 3	Conf16	Conf8	Conf10	Conf17	Conf5
Lycée Saint Michel	N3608	P3608	27/03/2026	08:30	110949535DF	1ERE 3	Conf1	Conf5	Conf3	Conf11	TR2
Lycée Saint Michel	N3609	P3609	27/03/2026	08:30	120744490ED	1ERE 3	Conf9	Conf13	Conf10	TR5	TR3
Lycée Saint Michel	N3610	P3610	27/03/2026	08:30	120668435FA	1ERE 5	Conf4	Conf7	Conf16	Conf10	TR5
Lycée Saint Michel	N3611	P3611	27/03/2026	08:30	120864853FH	1ERE 3	Conf15	Conf8	Conf13	FM4	Conf3
Lycée Saint Michel	N3612	P3612	27/03/2026	08:30	120501924BC	1ERE 4	Conf19	Conf13	Conf16	FM5	FM6
Lycée Saint Michel	N3613	P3613	27/03/2026	08:30	120864903AH	1ERE 1	Conf14	Conf18	Conf9	FM4	Conf5
Lycée Saint Michel	N3614	P3614	27/03/2026	08:30	120876526CE	1ERE ST2S A	Conf15	Conf7	Conf4	FM5	TR2
Lycée Saint Michel	N3615	P3615	27/03/2026	08:30	120410897FD	1ERE 5	Conf9	Conf13	Conf19	Conf10	FM3
Lycée Saint Michel	N3616	P3616	27/03/2026	08:30	120746207HC	1ERE 5	Conf14	Conf17	Conf12	TR4	Conf6
Lycée Saint Michel	N3617	P3617	27/03/2026	08:30	120885245DF	1ERE 4	Conf8	Conf10	Conf7	Conf18	TR4
Lycée Saint Michel	N3618	P3618	27/03/2026	08:30	120865420HC	1ERE 5	Conf11	Conf9	Conf3	Conf4	FM3
Lycée Saint Michel	N3619	P3619	27/03/2026	08:30	111025960EG	1ERE 5	Conf15	Conf2	Conf11	Conf7	TR3
Lycée Saint Michel	N3620	P3620	27/03/2026	08:30	120864910KH	1ERE 4	Conf17	Conf16	Conf13	Conf18	Conf6
Lycée Saint Michel	N3621	P3621	27/03/2026	08:30	120618455HF	1ERE 2	Conf19	Conf14	Conf1	TR1	Conf12
Lycée Saint Michel	N3622	P3622	27/03/2026	08:30	120722321KG	1ERE 1	Conf7	Conf5	Conf2	TR6	FM5
Lycée Saint Michel	N3623	P3623	27/03/2026	08:30	120722574DH	1ERE 1	Conf16	Conf14	Conf17	Conf8	FM4
Lycée Saint Michel	N3624	P3624	27/03/2026	08:30	120885240EA	1ERE 1	Conf11	Conf14	Conf16	TR4	TR6
Lycée Saint Michel	N3625	P3625	27/03/2026	08:30	120885252CJ	1ERE ST2S A	Conf7	Conf19	Conf15	Conf8	TR1
Lycée Saint Michel	N3626	P3626	27/03/2026	08:30	120866090JB	1ERE 3	Conf10	Conf19	Conf7	Conf16	Conf17
Lycée Saint Michel	N3627	P3627	27/03/2026	08:30	120618344JK	1ERE 4	Conf11	Conf19	Conf4	Conf13	FM1
Lycée Saint Michel	N3628	P3628	27/03/2026	08:30	120886303EE	1ERE 2	Conf11	Conf12	Conf8	Conf13	Conf4
Lycée Saint Michel	N3629	P3629	27/03/2026	08:30	120885257CD	1ERE 4	Conf15	Conf14	Conf17	Conf10	Conf4
Lycée Saint Michel	N3630	P3630	27/03/2026	08:30	120259523BA	1ERE 5	Conf12	Conf11	Conf17	Conf1	Conf7
Lycée Saint Michel	N3631	P3631	27/03/2026	08:30	120807821FD	1ERE 4	Conf5	Conf14	Conf3	TR3	FM3
Lycée Saint Michel	N3632	P3632	27/03/2026	08:30	120722577DE	1ERE 3	Conf7	Conf4	Conf5	Conf19	Conf8
Lycée Saint Michel	N3633	P3633	27/03/2026	08:30	130862459EH	1ERE 3	Conf10	Conf5	Conf17	Conf11	Conf8
Lycée Saint Michel	N3634	P3634	27/03/2026	08:30	120502324KH	1ERE 2	Conf4	Conf9	Conf14	TR4	Conf12
Lycée Saint Michel	N3635	P3635	27/03/2026	08:30	120592872FA	1ERE 2	Conf17	Conf2	Conf18	TR2	Conf1
Lycée Saint Michel	N3636	P3636	27/03/2026	08:30	120337308BK	1ERE 1	Conf17	Conf7	Conf8	TR4	Conf6
Lycée Saint Michel	N3637	P3637	27/03/2026	08:30	120618326BA	1ERE 5	Conf11	Conf14	Conf3	Conf17	Conf1
Lycée Saint Michel	N3638	P3638	27/03/2026	08:30	110210830JF	1ERE ST2S A	Conf2	Conf8	Conf15	Conf18	TR1
Lycée Saint Michel	N3639	P3639	27/03/2026	08:30	120565277KH	1ERE 4	Conf18	Conf17	Conf11	Conf2	Conf1
Lycée Saint Michel	N3640	P3640	27/03/2026	08:30	120618804BH	1ERE 3	Conf8	Conf3	Conf15	Conf2	Conf14
Lycée Saint Michel	N3641	P3641	27/03/2026	08:30	120177056CH	1ERE 4	Conf14	Conf10	Conf11	FM2	Conf4
Lycée Saint Michel	N3642	P3642	27/03/2026	08:30	120668981JG	1ERE 3	Conf17	Conf19	Conf18	TR2	Conf14
Lycée Saint Michel	N3643	P3643	27/03/2026	08:30	110065999KF	1ERE 3	Conf10	Conf2	Conf3	FM3	TR5
Lycée Saint Michel	N3644	P3644	27/03/2026	08:30	120140407BA	1ERE ST2S A	Conf14	Conf16	Conf15	Conf7	Conf10
Lycée Saint Michel	N3645	P3645	27/03/2026	08:30	110485574EF	1ERE ST2S A	Conf2	Conf10	Conf1	Conf14	FM4
Lycée Saint Michel	N3646	P3646	27/03/2026	08:30	120886351KD	1ERE 3	Conf16	Conf14	Conf6	TR6	FM4
Lycée Saint Michel	N3647	P3647	27/03/2026	08:30	120651179EA	1ERE 3	Conf9	Conf10	Conf7	Conf13	TR1
Lycée Saint Michel	N3648	P3648	27/03/2026	08:30	120618575FC	1ERE 3	Conf8	Conf4	Conf7	FM4	TR1
Lycée Saint Michel	N3649	P3649	27/03/2026	08:30	120688909ED	1ERE 3	Conf14	Conf13	Conf15	Conf1	Conf6
Lycée Saint Michel	N3650	P3650	27/03/2026	08:30	120337292DF	1ERE ST2S A	Conf13	Conf7	Conf6	Conf10	TR1
Lycée Saint Michel	N3651	P3651	27/03/2026	08:30	110485387DJ	1ERE 1	Conf18	Conf12	Conf3	Conf17	Conf1
Lycée Saint Michel	N3652	P3652	27/03/2026	08:30	120650765GG	1ERE 1	Conf18	Conf19	Conf5	Conf4	TR1
Lycée Saint Michel	N3653	P3653	27/03/2026	08:30	203060529EH	1ERE 4	Conf3	Conf7	Conf14	FM3	Conf4
Lycée Saint Michel	N3654	P3654	27/03/2026	08:30	120650551JG	1ERE 4	Conf8	Conf14	Conf17	Conf1	TR3
Lycée Saint Michel	N3655	P3655	27/03/2026	08:30	120140811KB	1ERE 3	Conf2	Conf7	Conf5	Conf17	Conf3
Lycée Saint Michel	N3656	P3656	27/03/2026	08:30	120866061BD	1ERE 2	Conf12	Conf1	Conf5	Conf13	Conf4
Lycée Saint Michel	N3657	P3657	27/03/2026	08:30	120809405CB	1ERE 5	Conf18	Conf10	Conf8	Conf17	Conf5
Lycée Saint Michel	N3658	P3658	27/03/2026	08:30	120668886JE	1ERE 4	Conf18	Conf14	Conf2	FM2	TR6
Lycée Saint Michel	N3659	P3659	27/03/2026	08:30	203060685JF	1ERE 5	Conf8	Conf10	Conf15	Conf12	Conf4
Lycée Saint Michel	N3660	P3660	27/03/2026	08:30	110407302DJ	1ERE 2	Conf10	Conf6	Conf12	Conf7	Conf11
Lycée Saint Michel	N3661	P3661	27/03/2026	08:30	120140684CE	1ERE 1	Conf17	Conf1	Conf11	TR6	Conf14
Lycée Saint Michel	N3662	P3662	27/03/2026	08:30	120502060HA	1ERE 2	Conf18	Conf16	Conf1	Conf4	FM4
Lycée Saint Michel	N3663	P3663	27/03/2026	08:30	120808966HC	1ERE 4	Conf2	Conf5	Conf19	FM1	Conf16
Lycée Saint Michel	N3664	P3664	27/03/2026	08:30	111025959EH	1ERE 3	Conf16	Conf1	Conf17	Conf18	TR2
Lycée Saint Michel	N3665	P3665	27/03/2026	08:30	120864855FF	1ERE 4	Conf7	Conf13	Conf1	FM1	FM3
Lycée Saint Michel	N3666	P3666	27/03/2026	08:30	130848386FF	1ERE 1	Conf16	Conf10	Conf2	TR4	FM5
Lycée Saint Michel	N3667	P3667	27/03/2026	08:30	120722615KD	1ERE 4	Conf4	Conf18	Conf3	FM1	TR1
Lycée Saint Michel	N3668	P3668	27/03/2026	08:30	130359608FA	1ERE 4	Conf17	Conf13	Conf4	FM4	Conf6
Lycée Saint Michel	N3669	P3669	27/03/2026	08:30	120745403AD	1ERE 2	Conf12	Conf2	Conf4	TR5	Conf15
Lycée Saint Michel	N3670	P3670	27/03/2026	08:30	120565002JB	1ERE 3	Conf12	Conf4	Conf19	TR3	TR1
Lycée Saint Michel	N3671	P3671	27/03/2026	08:30	120592812BD	1ERE 1	Conf11	Conf7	Conf8	FM2	Conf2
Lycée Saint Michel	N3672	P3672	27/03/2026	08:30	120845727HE	1ERE 5	Conf5	Conf1	Conf16	Conf3	TR6
Lycée Saint Michel	N3673	P3673	27/03/2026	08:30	110635692JD	1ERE 2	Conf17	Conf3	Conf10	TR5	Conf18
Lycée Saint Michel	N3674	P3674	27/03/2026	08:30	120722587CE	1ERE 3	Conf18	Conf9	Conf3	Conf10	Conf11
Lycée Saint Paul Forez	N3675	P3675	26/03/2026	13:30	120850282HJ	PREMIERE GENERALE	Conf10	Conf16	Conf15	Conf4	Conf11
Lycée Saint Paul Forez	N3676	P3676	26/03/2026	13:30	120722517KE	PREMIERE GENERALE	Conf10	Conf14	Conf16	Conf18	TR4
Lycée Saint Paul Forez	N3677	P3677	26/03/2026	13:30	120565099JB	PREMIERE GENERALE	Conf12	Conf14	Conf4	Conf1	FM2
Lycée Saint Paul Forez	N3678	P3678	26/03/2026	13:30	110322108GG	PREMIERE STMG	Conf9	Conf13	Conf5	Conf16	Conf3
Lycée Saint Paul Forez	N3679	P3679	26/03/2026	13:30	120721968GB	PREMIERE GENERALE	Conf18	Conf9	Conf7	Conf10	Conf11
Lycée Saint Paul Forez	N3680	P3680	26/03/2026	13:30	130359906ED	PREMIERE GENERALE	Conf18	Conf2	Conf14	TR5	Conf12
Lycée Saint Paul Forez	N3681	P3681	26/03/2026	13:30	120338167DD	PREMIERE GENERALE	Conf3	Conf9	Conf15	Conf6	FM2
Lycée Saint Paul Forez	N3682	P3682	26/03/2026	13:30	120656653KF	PREMIERE STMG	Conf7	Conf10	Conf16	FM2	Conf6
Lycée Saint Paul Forez	N3683	P3683	26/03/2026	13:30	120865437FF	PREMIERE GENERALE	Conf1	Conf14	Conf4	Conf5	Conf6
Lycée Saint Paul Forez	N3684	P3684	26/03/2026	13:30	120140594BH	PREMIERE GENERALE	Conf5	Conf9	Conf16	FM5	TR2
Lycée Saint Paul Forez	N3685	P3685	26/03/2026	13:30	120228381BF	PREMIERE GENERALE	Conf12	Conf4	Conf11	FM4	Conf8
Lycée Saint Paul Forez	N3686	P3686	26/03/2026	13:30	120722503BB	PREMIERE GENERALE	Conf2	Conf6	Conf11	Conf19	Conf1
Lycée Saint Paul Forez	N3687	P3687	26/03/2026	13:30	120722493CB	PREMIERE GENERALE	Conf5	Conf1	Conf10	TR2	Conf17
Lycée Saint Paul Forez	N3688	P3688	26/03/2026	13:30	120810471CC	PREMIERE GENERALE	Conf9	Conf16	Conf18	Conf8	FM4
Lycée Saint Paul Forez	N3689	P3689	26/03/2026	13:30	203031073BF	PREMIERE GENERALE	Conf16	Conf11	Conf12	Conf5	Conf15
Lycée Saint Paul Forez	N3690	P3690	26/03/2026	13:30	120722196CH	PREMIERE GENERALE	Conf18	Conf9	Conf4	FM4	TR1
Lycée Saint Paul Forez	N3691	P3691	26/03/2026	13:30	203029848HG	PREMIERE GENERALE	Conf1	Conf15	Conf5	Conf13	Conf12
Lycée Saint Paul Forez	N3692	P3692	26/03/2026	13:30	120411006EB	PREMIERE GENERALE	Conf4	Conf9	Conf15	Conf7	TR6
Lycée Saint Paul Forez	N3693	P3693	26/03/2026	13:30	120411157JE	PREMIERE GENERALE	Conf19	Conf10	Conf15	Conf12	Conf3
Lycée Saint Paul Forez	N3694	P3694	26/03/2026	13:30	233057887DG	PREMIERE GENERALE	Conf9	Conf6	Conf14	Conf19	Conf2
Lycée Saint Paul Forez	N3695	P3695	26/03/2026	13:30	120410927CD	PREMIERE GENERALE	Conf4	Conf10	Conf5	FM5	TR6
Lycée Saint Paul Forez	N3696	P3696	26/03/2026	13:30	203031079AK	PREMIERE GENERALE	Conf15	Conf9	Conf18	Conf10	TR4
Lycée Saint Paul Forez	N3697	P3697	26/03/2026	13:30	120565060CD	PREMIERE STMG	Conf19	Conf14	Conf11	Conf4	FM1
Lycée Saint Paul Forez	N3698	P3698	26/03/2026	13:30	120141833DK	PREMIERE GENERALE	Conf17	Conf10	Conf8	Conf12	Conf7
Lycée Saint Paul Forez	N3699	P3699	26/03/2026	13:30	110322107GH	PREMIERE STMG	Conf19	Conf11	Conf3	TR4	TR5
Lycée Saint Paul Forez	N3700	P3700	26/03/2026	13:30	120337831HJ	PREMIERE STMG	Conf2	Conf7	Conf13	FM5	TR1
Lycée Saint Paul Forez	N3701	P3701	26/03/2026	13:30	120650521BK	PREMIERE STMG	Conf1	Conf12	Conf13	TR2	FM4
Lycée Saint Paul Forez	N3702	P3702	26/03/2026	13:30	120722190DD	PREMIERE GENERALE	Conf10	Conf6	Conf12	Conf14	Conf8
Lycée Saint Paul Forez	N3703	P3703	26/03/2026	13:30	120337429KC	PREMIERE GENERALE	Conf18	Conf12	Conf10	Conf19	TR2
Lycée Saint Paul Forez	N3704	P3704	26/03/2026	13:30	120744561GK	PREMIERE STMG	Conf2	Conf18	Conf7	Conf10	FM5
Lycée Saint Paul Forez	N3705	P3705	26/03/2026	13:30	120722198CF	PREMIERE GENERALE	Conf19	Conf16	Conf5	FM6	FM4
Lycée Saint Paul Forez	N3706	P3706	26/03/2026	13:30	120141446DJ	PREMIERE STMG	Conf16	Conf1	Conf14	TR1	Conf19
Lycée Saint Paul Forez	N3707	P3707	26/03/2026	13:30	120228451EC	PREMIERE STMG	Conf9	Conf16	Conf14	Conf18	TR6
Lycée Saint Paul Forez	N3708	P3708	26/03/2026	13:30	120141492JK	PREMIERE GENERALE	Conf17	Conf5	Conf2	Conf19	TR2
Lycée Saint Paul Forez	N3709	P3709	26/03/2026	13:30	120744722AF	PREMIERE GENERALE	Conf5	Conf1	Conf3	Conf11	TR1
Lycée Saint Paul Forez	N3710	P3710	26/03/2026	13:30	110066114HH	PREMIERE STMG	Conf17	Conf6	Conf8	Conf9	Conf15
Lycée Saint Paul Forez	N3711	P3711	26/03/2026	13:30	203030920HB	PREMIERE GENERALE	Conf6	Conf18	Conf14	TR3	TR5
Lycée Saint Paul Forez	N3712	P3712	26/03/2026	13:30	120592853GK	PREMIERE GENERALE	Conf4	Conf2	Conf16	TR2	Conf15
Lycée Saint Paul Forez	N3713	P3713	26/03/2026	13:30	120722518KD	PREMIERE GENERALE	Conf3	Conf7	Conf4	Conf6	Conf19
Lycée Saint Paul Forez	N3714	P3714	26/03/2026	13:30	120810597KA	PREMIERE GENERALE	Conf6	Conf14	Conf1	FM2	Conf17
Lycée Saint Paul Forez	N3715	P3715	26/03/2026	13:30	120141208JC	PREMIERE GENERALE	Conf16	Conf1	Conf17	FM6	Conf3
Lycée Saint Paul Forez	N3716	P3716	26/03/2026	13:30	130746646EC	PREMIERE GENERALE	Conf14	Conf10	Conf17	Conf3	Conf6
Lycée Saint Paul Forez	N3717	P3717	26/03/2026	13:30	120581680JH	PREMIERE GENERALE	Conf7	Conf18	Conf16	TR3	Conf5
Lycée Saint Paul Forez	N3718	P3718	26/03/2026	13:30	120650533AH	PREMIERE GENERALE	Conf17	Conf11	Conf14	Conf9	TR4
Lycée Saint Paul Forez	N3719	P3719	26/03/2026	13:30	120338017JG	PREMIERE GENERALE	Conf13	Conf17	Conf6	Conf2	FM1
Lycée Saint Paul Forez	N3720	P3720	26/03/2026	13:30	120592856GG	PREMIERE GENERALE	Conf15	Conf8	Conf17	Conf6	FM4
Lycée Saint Paul Forez	N3721	P3721	26/03/2026	13:30	120668916FE	PREMIERE GENERALE	Conf4	Conf2	Conf10	FM2	Conf6
Lycée Saint Paul Forez	N3722	P3722	26/03/2026	13:30	120744334AF	PREMIERE GENERALE	Conf1	Conf17	Conf3	Conf11	TR4
Lycée Saint Paul Forez	N3723	P3723	26/03/2026	13:30	120337693CC	PREMIERE GENERALE	Conf10	Conf14	Conf19	Conf6	Conf16
Lycée Saint Paul Forez	N3724	P3724	26/03/2026	13:30	243026387DC	PREMIERE STMG	Conf5	Conf12	Conf13	Conf15	Conf8
Lycée Saint Paul Forez	N3725	P3725	26/03/2026	13:30	110066404HJ	PREMIERE GENERALE	Conf19	Conf1	Conf2	Conf6	FM4
Lycée Saint Paul Forez	N3726	P3726	26/03/2026	13:30	120337248HK	PREMIERE GENERALE	Conf12	Conf3	Conf10	Conf16	TR4
Lycée Saint Paul Forez	N3727	P3727	26/03/2026	13:30	120410804EK	PREMIERE GENERALE	Conf7	Conf2	Conf4	Conf9	Conf17
Lycée Saint Paul Forez	N3728	P3728	26/03/2026	13:30	110985701FA	PREMIERE GENERALE	Conf15	Conf1	Conf8	Conf5	FM4
Lycée Saint Paul Forez	N3729	P3729	26/03/2026	13:30	130606001DH	PREMIERE GENERALE	Conf1	Conf13	Conf12	FM5	FM6
Lycée Saint Paul Forez	N3730	P3730	26/03/2026	13:30	120141679KG	PREMIERE GENERALE	Conf11	Conf1	Conf4	FM6	TR4
Lycée Saint Paul Forez	N3731	P3731	26/03/2026	13:30	130953698JF	PREMIERE STMG	Conf19	Conf16	Conf18	Conf13	FM5
Lycée Saint Paul Forez	N3732	P3732	26/03/2026	13:30	120141494JH	PREMIERE GENERALE	Conf8	Conf1	Conf14	FM4	TR6
Lycée Saint Paul Forez	N3733	P3733	26/03/2026	13:30	120810806HF	PREMIERE STMG	Conf14	Conf4	Conf2	Conf18	Conf15
Lycée Saint Paul Forez	N3734	P3734	26/03/2026	13:30	120866364AB	PREMIERE GENERALE	Conf17	Conf3	Conf4	Conf14	Conf12
Lycée Saint Paul Forez	N3735	P3735	26/03/2026	13:30	130721334DH	PREMIERE GENERALE	Conf6	Conf19	Conf7	FM6	TR2
Lycée Saint Paul Forez	N3736	P3736	26/03/2026	13:30	120338016JH	PREMIERE GENERALE	Conf18	Conf15	Conf12	Conf19	TR4
Lycée Saint Paul Forez	N3737	P3737	26/03/2026	13:30	203031076BC	PREMIERE GENERALE	Conf10	Conf19	Conf3	Conf8	FM5
Lycée Saint Paul Forez	N3738	P3738	26/03/2026	13:30	120878198AB	PREMIERE STMG	Conf14	Conf13	Conf6	Conf15	Conf10
Lycée Saint Paul Forez	N3739	P3739	26/03/2026	13:30	120652796HC	PREMIERE GENERALE	Conf19	Conf12	Conf7	TR5	Conf17
Lycée Saint Paul Forez	N3740	P3740	26/03/2026	13:30	150789448FK	PREMIERE GENERALE	Conf14	Conf19	Conf4	FM1	Conf15
Lycée Saint Paul Forez	N3741	P3741	26/03/2026	13:30	120229162BA	PREMIERE STMG	Conf14	Conf16	Conf5	Conf13	Conf12
Lycée Saint Paul Forez	N3742	P3742	26/03/2026	13:30	203010393DE	PREMIERE GENERALE	Conf17	Conf1	Conf5	Conf14	Conf16
Lycée Saint Paul Forez	N3743	P3743	26/03/2026	13:30	120141101KC	PREMIERE GENERALE	Conf3	Conf6	Conf1	Conf7	FM6
Lycée Saint Paul Forez	N3744	P3744	26/03/2026	13:30	120606418JE	PREMIERE GENERALE	Conf4	Conf19	Conf2	TR1	TR6
Lycée Saint Paul Forez	N3745	P3745	26/03/2026	13:30	120336895EE	PREMIERE GENERALE	Conf13	Conf11	Conf17	Conf6	Conf1
Lycée Saint Paul Forez	N3746	P3746	26/03/2026	13:30	120619362EB	PREMIERE GENERALE	Conf8	Conf1	Conf4	Conf2	FM4
Lycée Saint Paul Forez	N3747	P3747	26/03/2026	13:30	120689166HH	PREMIERE GENERALE	Conf3	Conf2	Conf1	Conf14	FM2
Lycée Saint Paul Forez	N3748	P3748	26/03/2026	13:30	120449158BA	PREMIERE GENERALE	Conf14	Conf8	Conf6	FM2	Conf19
Lycée Saint Paul Forez	N3749	P3749	26/03/2026	13:30	100548536BF	PREMIERE GENERALE	Conf2	Conf15	Conf6	TR2	FM4
Lycée Saint Paul Forez	N3750	P3750	26/03/2026	13:30	100157971FJ	PREMIERE GENERALE	Conf17	Conf3	Conf6	Conf4	Conf19
Lycée Saint Paul Forez	N3751	P3751	26/03/2026	13:30	203057747BG	PREMIERE GENERALE	Conf16	Conf2	Conf15	Conf18	Conf10
Lycée Saint Paul Forez	N3752	P3752	26/03/2026	13:30	120722222AB	PREMIERE GENERALE	Conf3	Conf19	Conf6	FM5	Conf8
Lycée Saint Paul Forez	N3753	P3753	26/03/2026	13:30	203032703DE	PREMIERE GENERALE	Conf17	Conf15	Conf12	Conf2	FM5
Lycée Saint Paul Forez	N3754	P3754	26/03/2026	13:30	203059234JB	PREMIERE GENERALE	Conf11	Conf19	Conf2	Conf16	Conf3
Lycée Saint Paul Forez	N3755	P3755	26/03/2026	13:30	120618736JF	PREMIERE GENERALE	Conf2	Conf7	Conf10	Conf6	Conf12
Lycée Saint Paul Forez	N3756	P3756	26/03/2026	13:30	120744555HF	PREMIERE GENERALE	Conf13	Conf12	Conf10	FM3	Conf9
Lycée Saint Paul Forez	N3757	P3757	26/03/2026	13:30	130165915DE	PREMIERE GENERALE	Conf10	Conf9	Conf3	Conf15	TR5
Lycée Saint Paul Forez	N3758	P3758	26/03/2026	13:30	110628772BK	PREMIERE GENERALE	Conf15	Conf1	Conf13	FM4	Conf2
Lycée Saint Paul Forez	N3759	P3759	26/03/2026	13:30	120229195HE	PREMIERE GENERALE	Conf1	Conf6	Conf13	Conf17	Conf11
Lycée Saint Paul Forez	N3760	P3760	26/03/2026	13:30	120501510DJ	PREMIERE STMG	Conf3	Conf7	Conf16	TR4	Conf13
Lycée Saint Paul Forez	N3761	P3761	26/03/2026	13:30	120141298JK	PREMIERE GENERALE	Conf10	Conf17	Conf19	Conf3	Conf12
